order_id,item_id,product_id,quantity,list_price,discount,extract_date,source,list_price_egp
386,1.0,8,1,1799.99,0.2,2024-04-28 18:16:04.016490,postgre,86150.24838485
386,2.0,3,2,999.99,0.05,2024-04-28 18:16:04.016490,postgre,47861.03638485
386,3.0,16,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre,28716.43038485
387,1.0,18,1,449.0,0.2,2024-04-28 18:16:04.016490,postgre,21489.820235
388,1.0,19,2,449.0,0.2,2024-04-28 18:16:04.016490,postgre,21489.820235
388,2.0,13,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485
388,3.0,2,1,749.99,0.07,2024-04-28 18:16:04.016490,postgre,35895.657634849995
388,4.0,11,1,1680.99,0.1,2024-04-28 18:16:04.016490,postgre,80454.72809984999
389,1.0,2,1,749.99,0.07,2024-04-28 18:16:04.016490,postgre,35895.657634849995
389,2.0,15,2,529.99,0.07,2024-04-28 18:16:04.016490,postgre,25366.12433485
389,3.0,10,2,1549.0,0.05,2024-04-28 18:16:04.016490,postgre,74137.486735
389,4.0,5,1,1320.99,0.05,2024-04-28 18:16:04.016490,postgre,63224.58269985
389,5.0,9,1,2999.99,0.2,2024-04-28 18:16:04.016490,postgre,143584.06638484998
390,1.0,23,1,299.99,0.05,2024-04-28 18:16:04.016490,postgre,14357.975884849999
390,2.0,7,2,3999.99,0.07,2024-04-28 18:16:04.016490,postgre,191445.58138484997
390,3.0,9,1,2999.99,0.05,2024-04-28 18:16:04.016490,postgre,143584.06638484998
391,1.0,8,1,1799.99,0.07,2024-04-28 18:16:04.016490,postgre,86150.24838485
391,2.0,5,2,1320.99,0.2,2024-04-28 18:16:04.016490,postgre,63224.58269985
391,3.0,24,2,549.99,0.07,2024-04-28 18:16:04.016490,postgre,26323.35463485
392,1.0,14,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre,12922.13043485
392,2.0,3,2,999.99,0.05,2024-04-28 18:16:04.016490,postgre,47861.03638485
393,1.0,6,2,469.99,0.2,2024-04-28 18:16:04.016490,postgre,22494.433434849998
394,1.0,23,1,299.99,0.05,2024-04-28 18:16:04.016490,postgre,14357.975884849999
394,2.0,16,1,599.99,0.2,2024-04-28 18:16:04.016490,postgre,28716.43038485
394,3.0,14,2,269.99,0.2,2024-04-28 18:16:04.016490,postgre,12922.13043485
395,1.0,14,1,269.99,0.05,2024-04-28 18:16:04.016490,postgre,12922.13043485
396,1.0,12,1,549.99,0.1,2024-04-28 18:16:04.016490,postgre,26323.35463485
396,2.0,25,2,499.99,0.05,2024-04-28 18:16:04.016490,postgre,23930.27888485
396,3.0,5,1,1320.99,0.2,2024-04-28 18:16:04.016490,postgre,63224.58269985
397,1.0,7,1,3999.99,0.05,2024-04-28 18:16:04.016490,postgre,191445.58138484997
398,1.0,8,2,1799.99,0.05,2024-04-28 18:16:04.016490,postgre,86150.24838485
398,2.0,18,2,449.0,0.05,2024-04-28 18:16:04.016490,postgre,21489.820235
398,3.0,25,1,499.99,0.2,2024-04-28 18:16:04.016490,postgre,23930.27888485
398,4.0,17,1,429.0,0.05,2024-04-28 18:16:04.016490,postgre,20532.589935
399,1.0,25,1,499.99,0.05,2024-04-28 18:16:04.016490,postgre,23930.27888485
399,2.0,11,2,1680.99,0.05,2024-04-28 18:16:04.016490,postgre,80454.72809984999
399,3.0,14,1,269.99,0.1,2024-04-28 18:16:04.016490,postgre,12922.13043485
400,1.0,24,2,549.99,0.07,2024-04-28 18:16:04.016490,postgre,26323.35463485
400,2.0,9,1,2999.99,0.2,2024-04-28 18:16:04.016490,postgre,143584.06638484998
400,3.0,3,2,999.99,0.2,2024-04-28 18:16:04.016490,postgre,47861.03638485
401,1.0,23,1,299.99,0.2,2024-04-28 18:16:04.016490,postgre,14357.975884849999
401,2.0,10,2,1549.0,0.2,2024-04-28 18:16:04.016490,postgre,74137.486735
402,1.0,6,2,469.99,0.07,2024-04-28 18:16:04.016490,postgre,22494.433434849998
402,2.0,5,1,1320.99,0.07,2024-04-28 18:16:04.016490,postgre,63224.58269985
402,3.0,26,1,599.99,0.05,2024-04-28 18:16:04.016490,postgre,28716.43038485
403,1.0,12,2,549.99,0.1,2024-04-28 18:16:04.016490,postgre,26323.35463485
403,2.0,7,2,3999.99,0.2,2024-04-28 18:16:04.016490,postgre,191445.58138484997
403,3.0,22,2,269.99,0.05,2024-04-28 18:16:04.016490,postgre,12922.13043485
403,4.0,24,1,549.99,0.2,2024-04-28 18:16:04.016490,postgre,26323.35463485
404,1.0,9,1,2999.99,0.07,2024-04-28 18:16:04.016490,postgre,143584.06638484998
404,2.0,25,2,499.99,0.05,2024-04-28 18:16:04.016490,postgre,23930.27888485
404,3.0,16,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre,28716.43038485
405,1.0,3,2,999.99,0.2,2024-04-28 18:16:04.016490,postgre,47861.03638485
405,2.0,10,2,1549.0,0.1,2024-04-28 18:16:04.016490,postgre,74137.486735
405,3.0,14,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485
406,1.0,4,1,2899.99,0.2,2024-04-28 18:16:04.016490,postgre,138797.91488484998
407,1.0,20,1,599.99,0.2,2024-04-28 18:16:04.016490,postgre,28716.43038485
407,2.0,5,1,1320.99,0.05,2024-04-28 18:16:04.016490,postgre,63224.58269985
408,1.0,18,1,449.0,0.2,2024-04-28 18:16:04.016490,postgre,21489.820235
408,2.0,3,1,999.99,0.07,2024-04-28 18:16:04.016490,postgre,47861.03638485
408,3.0,2,2,749.99,0.07,2024-04-28 18:16:04.016490,postgre,35895.657634849995
408,4.0,17,2,429.0,0.2,2024-04-28 18:16:04.016490,postgre,20532.589935
409,1.0,15,1,529.99,0.07,2024-04-28 18:16:04.016490,postgre,25366.12433485
409,2.0,16,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre,28716.43038485
409,3.0,21,1,269.99,0.05,2024-04-28 18:16:04.016490,postgre,12922.13043485
410,1.0,25,1,499.99,0.1,2024-04-28 18:16:04.016490,postgre,23930.27888485
410,2.0,9,2,2999.99,0.05,2024-04-28 18:16:04.016490,postgre,143584.06638484998
410,3.0,24,2,549.99,0.1,2024-04-28 18:16:04.016490,postgre,26323.35463485
411,1.0,2,1,749.99,0.07,2024-04-28 18:16:04.016490,postgre,35895.657634849995
411,2.0,26,2,599.99,0.05,2024-04-28 18:16:04.016490,postgre,28716.43038485
412,1.0,7,1,3999.99,0.1,2024-04-28 18:16:04.016490,postgre,191445.58138484997
412,2.0,24,1,549.99,0.07,2024-04-28 18:16:04.016490,postgre,26323.35463485
412,3.0,17,1,429.0,0.1,2024-04-28 18:16:04.016490,postgre,20532.589935
413,1.0,8,2,1799.99,0.05,2024-04-28 18:16:04.016490,postgre,86150.24838485
413,2.0,25,1,499.99,0.1,2024-04-28 18:16:04.016490,postgre,23930.27888485
413,3.0,9,1,2999.99,0.07,2024-04-28 18:16:04.016490,postgre,143584.06638484998
414,1.0,4,2,2899.99,0.1,2024-04-28 18:16:04.016490,postgre,138797.91488484998
415,1.0,3,1,999.99,0.07,2024-04-28 18:16:04.016490,postgre,47861.03638485
415,2.0,23,2,299.99,0.2,2024-04-28 18:16:04.016490,postgre,14357.975884849999
415,3.0,5,1,1320.99,0.2,2024-04-28 18:16:04.016490,postgre,63224.58269985
415,4.0,6,2,469.99,0.05,2024-04-28 18:16:04.016490,postgre,22494.433434849998
416,1.0,22,1,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485
416,2.0,14,1,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485
416,3.0,24,1,549.99,0.1,2024-04-28 18:16:04.016490,postgre,26323.35463485
417,1.0,26,2,599.99,0.07,2024-04-28 18:16:04.016490,postgre,28716.43038485
417,2.0,6,2,469.99,0.07,2024-04-28 18:16:04.016490,postgre,22494.433434849998
418,1.0,12,1,549.99,0.05,2024-04-28 18:16:04.016490,postgre,26323.35463485
418,2.0,20,1,599.99,0.05,2024-04-28 18:16:04.016490,postgre,28716.43038485
419,1.0,9,1,2999.99,0.05,2024-04-28 18:16:04.016490,postgre,143584.06638484998
420,1.0,17,2,429.0,0.2,2024-04-28 18:16:04.016490,postgre,20532.589935
420,2.0,15,2,529.99,0.1,2024-04-28 18:16:04.016490,postgre,25366.12433485
420,3.0,3,2,999.99,0.05,2024-04-28 18:16:04.016490,postgre,47861.03638485
421,1.0,6,2,469.99,0.07,2024-04-28 18:16:04.016490,postgre,22494.433434849998
421,2.0,3,2,999.99,0.2,2024-04-28 18:16:04.016490,postgre,47861.03638485
421,3.0,20,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre,28716.43038485
421,4.0,4,1,2899.99,0.07,2024-04-28 18:16:04.016490,postgre,138797.91488484998
421,5.0,23,2,299.99,0.2,2024-04-28 18:16:04.016490,postgre,14357.975884849999
422,1.0,20,2,599.99,0.05,2024-04-28 18:16:04.016490,postgre,28716.43038485
423,1.0,8,2,1799.99,0.05,2024-04-28 18:16:04.016490,postgre,86150.24838485
423,2.0,17,1,429.0,0.2,2024-04-28 18:16:04.016490,postgre,20532.589935
423,3.0,23,2,299.99,0.07,2024-04-28 18:16:04.016490,postgre,14357.975884849999
423,4.0,2,1,749.99,0.2,2024-04-28 18:16:04.016490,postgre,35895.657634849995
424,1.0,22,1,269.99,0.1,2024-04-28 18:16:04.016490,postgre,12922.13043485
424,2.0,6,1,469.99,0.05,2024-04-28 18:16:04.016490,postgre,22494.433434849998
425,1.0,6,1,469.99,0.1,2024-04-28 18:16:04.016490,postgre,22494.433434849998
425,2.0,21,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485
425,3.0,19,1,449.0,0.05,2024-04-28 18:16:04.016490,postgre,21489.820235
426,1.0,10,1,1549.0,0.1,2024-04-28 18:16:04.016490,postgre,74137.486735
426,2.0,23,2,299.99,0.05,2024-04-28 18:16:04.016490,postgre,14357.975884849999
427,1.0,12,2,549.99,0.07,2024-04-28 18:16:04.016490,postgre,26323.35463485
427,2.0,15,2,529.99,0.1,2024-04-28 18:16:04.016490,postgre,25366.12433485
427,3.0,26,2,599.99,0.07,2024-04-28 18:16:04.016490,postgre,28716.43038485
428,1.0,5,2,1320.99,0.2,2024-04-28 18:16:04.016490,postgre,63224.58269985
428,2.0,14,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre,12922.13043485
429,1.0,11,1,1680.99,0.2,2024-04-28 18:16:04.016490,postgre,80454.72809984999
429,2.0,4,2,2899.99,0.1,2024-04-28 18:16:04.016490,postgre,138797.91488484998
429,3.0,5,2,1320.99,0.05,2024-04-28 18:16:04.016490,postgre,63224.58269985
429,4.0,6,1,469.99,0.07,2024-04-28 18:16:04.016490,postgre,22494.433434849998
429,5.0,2,1,749.99,0.1,2024-04-28 18:16:04.016490,postgre,35895.657634849995
430,1.0,22,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre,12922.13043485
430,2.0,11,1,1680.99,0.07,2024-04-28 18:16:04.016490,postgre,80454.72809984999
430,3.0,4,2,2899.99,0.2,2024-04-28 18:16:04.016490,postgre,138797.91488484998
430,4.0,13,2,269.99,0.2,2024-04-28 18:16:04.016490,postgre,12922.13043485
430,5.0,8,1,1799.99,0.2,2024-04-28 18:16:04.016490,postgre,86150.24838485
431,1.0,14,2,269.99,0.2,2024-04-28 18:16:04.016490,postgre,12922.13043485
431,2.0,6,1,469.99,0.1,2024-04-28 18:16:04.016490,postgre,22494.433434849998
431,3.0,18,1,449.0,0.2,2024-04-28 18:16:04.016490,postgre,21489.820235
431,4.0,13,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485
431,5.0,19,1,449.0,0.07,2024-04-28 18:16:04.016490,postgre,21489.820235
432,1.0,10,2,1549.0,0.2,2024-04-28 18:16:04.016490,postgre,74137.486735
432,2.0,7,2,3999.99,0.05,2024-04-28 18:16:04.016490,postgre,191445.58138484997
433,1.0,6,1,469.99,0.1,2024-04-28 18:16:04.016490,postgre,22494.433434849998
433,2.0,10,1,1549.0,0.2,2024-04-28 18:16:04.016490,postgre,74137.486735
433,3.0,24,1,549.99,0.1,2024-04-28 18:16:04.016490,postgre,26323.35463485
433,4.0,4,1,2899.99,0.2,2024-04-28 18:16:04.016490,postgre,138797.91488484998
434,1.0,21,1,269.99,0.05,2024-04-28 18:16:04.016490,postgre,12922.13043485
434,2.0,20,1,599.99,0.1,2024-04-28 18:16:04.016490,postgre,28716.43038485
434,3.0,9,1,2999.99,0.2,2024-04-28 18:16:04.016490,postgre,143584.06638484998
434,4.0,11,2,1680.99,0.07,2024-04-28 18:16:04.016490,postgre,80454.72809984999
434,5.0,18,2,449.0,0.05,2024-04-28 18:16:04.016490,postgre,21489.820235
435,1.0,22,1,269.99,0.05,2024-04-28 18:16:04.016490,postgre,12922.13043485
435,2.0,9,1,2999.99,0.05,2024-04-28 18:16:04.016490,postgre,143584.06638484998
435,3.0,18,1,449.0,0.05,2024-04-28 18:16:04.016490,postgre,21489.820235
436,1.0,3,1,999.99,0.05,2024-04-28 18:16:04.016490,postgre,47861.03638485
436,2.0,23,1,299.99,0.2,2024-04-28 18:16:04.016490,postgre,14357.975884849999
437,1.0,3,1,999.99,0.05,2024-04-28 18:16:04.016490,postgre,47861.03638485
437,2.0,10,1,1549.0,0.05,2024-04-28 18:16:04.016490,postgre,74137.486735
437,3.0,8,2,1799.99,0.05,2024-04-28 18:16:04.016490,postgre,86150.24838485
438,1.0,4,1,2899.99,0.07,2024-04-28 18:16:04.016490,postgre,138797.91488484998
438,2.0,22,1,269.99,0.1,2024-04-28 18:16:04.016490,postgre,12922.13043485
438,3.0,8,2,1799.99,0.05,2024-04-28 18:16:04.016490,postgre,86150.24838485
438,4.0,13,2,269.99,0.05,2024-04-28 18:16:04.016490,postgre,12922.13043485
439,1.0,6,2,469.99,0.07,2024-04-28 18:16:04.016490,postgre,22494.433434849998
439,2.0,7,2,3999.99,0.05,2024-04-28 18:16:04.016490,postgre,191445.58138484997
440,1.0,19,2,449.0,0.07,2024-04-28 18:16:04.016490,postgre,21489.820235
440,2.0,4,2,2899.99,0.07,2024-04-28 18:16:04.016490,postgre,138797.91488484998
441,1.0,12,1,549.99,0.07,2024-04-28 18:16:04.016490,postgre,26323.35463485
441,2.0,15,1,529.99,0.1,2024-04-28 18:16:04.016490,postgre,25366.12433485
442,1.0,16,2,599.99,0.07,2024-04-28 18:16:04.016490,postgre,28716.43038485
442,2.0,26,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre,28716.43038485
442,3.0,6,2,469.99,0.2,2024-04-28 18:16:04.016490,postgre,22494.433434849998
443,1.0,5,1,1320.99,0.05,2024-04-28 18:16:04.016490,postgre,63224.58269985
443,2.0,26,1,599.99,0.2,2024-04-28 18:16:04.016490,postgre,28716.43038485
444,1.0,22,1,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485
444,2.0,15,2,529.99,0.07,2024-04-28 18:16:04.016490,postgre,25366.12433485
444,3.0,20,2,599.99,0.05,2024-04-28 18:16:04.016490,postgre,28716.43038485
444,4.0,16,1,599.99,0.1,2024-04-28 18:16:04.016490,postgre,28716.43038485
444,5.0,10,2,1549.0,0.2,2024-04-28 18:16:04.016490,postgre,74137.486735
445,1.0,7,1,3999.99,0.2,2024-04-28 18:16:04.016490,postgre,191445.58138484997
445,2.0,16,1,599.99,0.07,2024-04-28 18:16:04.016490,postgre,28716.43038485
445,3.0,23,1,299.99,0.2,2024-04-28 18:16:04.016490,postgre,14357.975884849999
446,1.0,22,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre,12922.13043485
446,2.0,16,2,599.99,0.07,2024-04-28 18:16:04.016490,postgre,28716.43038485
447,1.0,4,2,2899.99,0.05,2024-04-28 18:16:04.016490,postgre,138797.91488484998
447,2.0,3,1,999.99,0.1,2024-04-28 18:16:04.016490,postgre,47861.03638485
447,3.0,8,1,1799.99,0.07,2024-04-28 18:16:04.016490,postgre,86150.24838485
448,1.0,13,2,269.99,0.05,2024-04-28 18:16:04.016490,postgre,12922.13043485
448,2.0,6,2,469.99,0.05,2024-04-28 18:16:04.016490,postgre,22494.433434849998
449,1.0,17,2,429.0,0.05,2024-04-28 18:16:04.016490,postgre,20532.589935
449,2.0,2,1,749.99,0.05,2024-04-28 18:16:04.016490,postgre,35895.657634849995
449,3.0,7,2,3999.99,0.07,2024-04-28 18:16:04.016490,postgre,191445.58138484997
449,4.0,26,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre,28716.43038485
450,1.0,24,1,549.99,0.05,2024-04-28 18:16:04.016490,postgre,26323.35463485
450,2.0,12,1,549.99,0.07,2024-04-28 18:16:04.016490,postgre,26323.35463485
450,3.0,5,1,1320.99,0.1,2024-04-28 18:16:04.016490,postgre,63224.58269985
451,1.0,14,2,269.99,0.05,2024-04-28 18:16:04.016490,postgre,12922.13043485
452,1.0,11,1,1680.99,0.05,2024-04-28 18:16:04.016490,postgre,80454.72809984999
452,2.0,16,1,599.99,0.05,2024-04-28 18:16:04.016490,postgre,28716.43038485
452,3.0,7,2,3999.99,0.1,2024-04-28 18:16:04.016490,postgre,191445.58138484997
452,4.0,8,1,1799.99,0.1,2024-04-28 18:16:04.016490,postgre,86150.24838485
453,1.0,23,1,299.99,0.05,2024-04-28 18:16:04.016490,postgre,14357.975884849999
453,2.0,20,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre,28716.43038485
453,3.0,4,1,2899.99,0.2,2024-04-28 18:16:04.016490,postgre,138797.91488484998
454,1.0,25,2,499.99,0.07,2024-04-28 18:16:04.016490,postgre,23930.27888485
454,2.0,13,2,269.99,0.05,2024-04-28 18:16:04.016490,postgre,12922.13043485
454,3.0,24,2,549.99,0.1,2024-04-28 18:16:04.016490,postgre,26323.35463485
455,1.0,9,1,2999.99,0.05,2024-04-28 18:16:04.016490,postgre,143584.06638484998
456,1.0,17,2,429.0,0.07,2024-04-28 18:16:04.016490,postgre,20532.589935
456,2.0,23,1,299.99,0.07,2024-04-28 18:16:04.016490,postgre,14357.975884849999
457,1.0,24,2,549.99,0.07,2024-04-28 18:16:04.016490,postgre,26323.35463485
457,2.0,2,1,749.99,0.05,2024-04-28 18:16:04.016490,postgre,35895.657634849995
457,3.0,7,2,3999.99,0.1,2024-04-28 18:16:04.016490,postgre,191445.58138484997
457,4.0,17,1,429.0,0.2,2024-04-28 18:16:04.016490,postgre,20532.589935
458,1.0,2,1,749.99,0.2,2024-04-28 18:16:04.016490,postgre,35895.657634849995
458,2.0,21,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485
458,3.0,11,1,1680.99,0.1,2024-04-28 18:16:04.016490,postgre,80454.72809984999
458,4.0,24,1,549.99,0.2,2024-04-28 18:16:04.016490,postgre,26323.35463485
458,5.0,3,2,999.99,0.2,2024-04-28 18:16:04.016490,postgre,47861.03638485
459,1.0,11,1,1680.99,0.2,2024-04-28 18:16:04.016490,postgre,80454.72809984999
460,1.0,19,1,449.0,0.05,2024-04-28 18:16:04.016490,postgre,21489.820235
460,2.0,18,2,449.0,0.07,2024-04-28 18:16:04.016490,postgre,21489.820235
460,3.0,4,1,2899.99,0.2,2024-04-28 18:16:04.016490,postgre,138797.91488484998
460,4.0,22,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre,12922.13043485
461,1.0,16,1,599.99,0.07,2024-04-28 18:16:04.016490,postgre,28716.43038485
461,2.0,4,1,2899.99,0.2,2024-04-28 18:16:04.016490,postgre,138797.91488484998
461,3.0,8,2,1799.99,0.05,2024-04-28 18:16:04.016490,postgre,86150.24838485
461,4.0,24,1,549.99,0.1,2024-04-28 18:16:04.016490,postgre,26323.35463485
461,5.0,18,2,449.0,0.1,2024-04-28 18:16:04.016490,postgre,21489.820235
462,1.0,12,2,549.99,0.1,2024-04-28 18:16:04.016490,postgre,26323.35463485
463,1.0,13,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485
464,1.0,7,1,3999.99,0.1,2024-04-28 18:16:04.016490,postgre,191445.58138484997
465,1.0,6,2,469.99,0.1,2024-04-28 18:16:04.016490,postgre,22494.433434849998
465,2.0,25,2,499.99,0.1,2024-04-28 18:16:04.016490,postgre,23930.27888485
466,1.0,19,2,449.0,0.2,2024-04-28 18:16:04.016490,postgre,21489.820235
466,2.0,6,1,469.99,0.2,2024-04-28 18:16:04.016490,postgre,22494.433434849998
466,3.0,7,2,3999.99,0.05,2024-04-28 18:16:04.016490,postgre,191445.58138484997
466,4.0,15,1,529.99,0.1,2024-04-28 18:16:04.016490,postgre,25366.12433485
466,5.0,5,1,1320.99,0.1,2024-04-28 18:16:04.016490,postgre,63224.58269985
467,1.0,19,1,449.0,0.07,2024-04-28 18:16:04.016490,postgre,21489.820235
467,2.0,10,1,1549.0,0.07,2024-04-28 18:16:04.016490,postgre,74137.486735
467,3.0,22,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre,12922.13043485
467,4.0,17,2,429.0,0.07,2024-04-28 18:16:04.016490,postgre,20532.589935
467,5.0,11,1,1680.99,0.1,2024-04-28 18:16:04.016490,postgre,80454.72809984999
468,1.0,19,1,449.0,0.1,2024-04-28 18:16:04.016490,postgre,21489.820235
468,2.0,9,2,2999.99,0.05,2024-04-28 18:16:04.016490,postgre,143584.06638484998
468,3.0,10,2,1549.0,0.05,2024-04-28 18:16:04.016490,postgre,74137.486735
468,4.0,25,1,499.99,0.1,2024-04-28 18:16:04.016490,postgre,23930.27888485
469,1.0,8,2,1799.99,0.1,2024-04-28 18:16:04.016490,postgre,86150.24838485
469,2.0,4,1,2899.99,0.07,2024-04-28 18:16:04.016490,postgre,138797.91488484998
469,3.0,15,2,529.99,0.2,2024-04-28 18:16:04.016490,postgre,25366.12433485
470,1.0,18,1,449.0,0.05,2024-04-28 18:16:04.016490,postgre,21489.820235
470,2.0,13,1,269.99,0.05,2024-04-28 18:16:04.016490,postgre,12922.13043485
470,3.0,8,2,1799.99,0.2,2024-04-28 18:16:04.016490,postgre,86150.24838485
471,1.0,14,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre,12922.13043485
471,2.0,13,2,269.99,0.05,2024-04-28 18:16:04.016490,postgre,12922.13043485
472,1.0,15,1,529.99,0.1,2024-04-28 18:16:04.016490,postgre,25366.12433485
472,2.0,21,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre,12922.13043485
473,1.0,26,1,599.99,0.07,2024-04-28 18:16:04.016490,postgre,28716.43038485
474,1.0,19,2,449.0,0.05,2024-04-28 18:16:04.016490,postgre,21489.820235
474,2.0,11,1,1680.99,0.2,2024-04-28 18:16:04.016490,postgre,80454.72809984999
475,1.0,17,2,429.0,0.07,2024-04-28 18:16:04.016490,postgre,20532.589935
475,2.0,26,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre,28716.43038485
475,3.0,25,1,499.99,0.2,2024-04-28 18:16:04.016490,postgre,23930.27888485
476,1.0,22,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485
476,2.0,4,2,2899.99,0.2,2024-04-28 18:16:04.016490,postgre,138797.91488484998
476,3.0,11,2,1680.99,0.07,2024-04-28 18:16:04.016490,postgre,80454.72809984999
476,4.0,20,2,599.99,0.05,2024-04-28 18:16:04.016490,postgre,28716.43038485
477,1.0,6,1,469.99,0.1,2024-04-28 18:16:04.016490,postgre,22494.433434849998
477,2.0,10,1,1549.0,0.05,2024-04-28 18:16:04.016490,postgre,74137.486735
478,1.0,21,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485
479,1.0,26,1,599.99,0.07,2024-04-28 18:16:04.016490,postgre,28716.43038485
479,2.0,12,1,549.99,0.05,2024-04-28 18:16:04.016490,postgre,26323.35463485
479,3.0,21,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre,12922.13043485
479,4.0,7,1,3999.99,0.05,2024-04-28 18:16:04.016490,postgre,191445.58138484997
479,5.0,10,1,1549.0,0.2,2024-04-28 18:16:04.016490,postgre,74137.486735
480,1.0,4,1,2899.99,0.05,2024-04-28 18:16:04.016490,postgre,138797.91488484998
480,2.0,15,1,529.99,0.05,2024-04-28 18:16:04.016490,postgre,25366.12433485
480,3.0,23,2,299.99,0.07,2024-04-28 18:16:04.016490,postgre,14357.975884849999
481,1.0,13,2,269.99,0.2,2024-04-28 18:16:04.016490,postgre,12922.13043485
481,2.0,16,2,599.99,0.07,2024-04-28 18:16:04.016490,postgre,28716.43038485
481,3.0,9,2,2999.99,0.1,2024-04-28 18:16:04.016490,postgre,143584.06638484998
482,1.0,13,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre,12922.13043485
482,2.0,14,1,269.99,0.1,2024-04-28 18:16:04.016490,postgre,12922.13043485
483,1.0,17,1,429.0,0.07,2024-04-28 18:16:04.016490,postgre,20532.589935
484,1.0,8,2,1799.99,0.1,2024-04-28 18:16:04.016490,postgre,86150.24838485
484,2.0,24,1,549.99,0.05,2024-04-28 18:16:04.016490,postgre,26323.35463485
484,3.0,9,2,2999.99,0.05,2024-04-28 18:16:04.016490,postgre,143584.06638484998
484,4.0,6,1,469.99,0.2,2024-04-28 18:16:04.016490,postgre,22494.433434849998
485,1.0,13,1,269.99,0.1,2024-04-28 18:16:04.016490,postgre,12922.13043485
485,2.0,26,2,599.99,0.05,2024-04-28 18:16:04.016490,postgre,28716.43038485
486,1.0,9,1,2999.99,0.07,2024-04-28 18:16:04.016490,postgre,143584.06638484998
486,2.0,23,2,299.99,0.05,2024-04-28 18:16:04.016490,postgre,14357.975884849999
487,1.0,6,1,469.99,0.2,2024-04-28 18:16:04.016490,postgre,22494.433434849998
488,1.0,13,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485
488,2.0,23,2,299.99,0.05,2024-04-28 18:16:04.016490,postgre,14357.975884849999
488,3.0,22,1,269.99,0.05,2024-04-28 18:16:04.016490,postgre,12922.13043485
489,1.0,8,2,1799.99,0.1,2024-04-28 18:16:04.016490,postgre,86150.24838485
490,1.0,12,1,549.99,0.1,2024-04-28 18:16:04.016490,postgre,26323.35463485
490,2.0,23,1,299.99,0.05,2024-04-28 18:16:04.016490,postgre,14357.975884849999
490,3.0,14,1,269.99,0.1,2024-04-28 18:16:04.016490,postgre,12922.13043485
490,4.0,13,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485
491,1.0,9,2,2999.99,0.2,2024-04-28 18:16:04.016490,postgre,143584.06638484998
491,2.0,21,2,269.99,0.05,2024-04-28 18:16:04.016490,postgre,12922.13043485
491,3.0,15,2,529.99,0.05,2024-04-28 18:16:04.016490,postgre,25366.12433485
492,1.0,6,1,469.99,0.1,2024-04-28 18:16:04.016490,postgre,22494.433434849998
492,2.0,22,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre,12922.13043485
492,3.0,26,1,599.99,0.05,2024-04-28 18:16:04.016490,postgre,28716.43038485
493,1.0,15,1,529.99,0.05,2024-04-28 18:16:04.016490,postgre,25366.12433485
493,2.0,18,2,449.0,0.05,2024-04-28 18:16:04.016490,postgre,21489.820235
493,3.0,26,1,599.99,0.05,2024-04-28 18:16:04.016490,postgre,28716.43038485
494,1.0,23,1,299.99,0.1,2024-04-28 18:16:04.016490,postgre,14357.975884849999
495,1.0,22,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre,12922.13043485
495,2.0,9,1,2999.99,0.05,2024-04-28 18:16:04.016490,postgre,143584.06638484998
496,1.0,23,1,299.99,0.2,2024-04-28 18:16:04.016490,postgre,14357.975884849999
496,2.0,13,1,269.99,0.1,2024-04-28 18:16:04.016490,postgre,12922.13043485
496,3.0,21,2,269.99,0.2,2024-04-28 18:16:04.016490,postgre,12922.13043485
